Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,-12.874,2.227,7.162,
0.033,-12.828,2.209,7.307,
0.067,-12.835,2.183,7.489,
0.1,-12.875,2.128,7.689,
0.133,-12.835,1.999,7.848,
0.167,-12.826,1.811,7.886,
0.2,-12.874,1.612,7.849,
0.233,-12.95,1.431,7.784,
0.267,-13.045,1.24,7.833,
0.3,-13.102,1.05,8.032,
0.333,-13.034,0.85,8.291,
0.367,-12.901,0.636,8.481,
0.4,-12.846,0.423,8.621,
0.433,-12.797,0.196,8.775,
0.467,-12.678,-0.049,8.868,
0.5,-12.601,-0.273,9.025,
0.533,-12.547,-0.495,9.223,
0.567,-12.395,-0.778,9.396,
0.6,-12.056,-1.133,9.498,
0.633,-11.635,-1.53,9.601,
0.667,-11.194,-1.921,9.767,
0.7,-10.797,-2.293,9.988,
0.733,-10.413,-2.616,10.234,
0.767,-10.014,-2.913,10.513,
0.8,-9.566,-3.17,10.805,
0.833,-9.066,-3.395,11.048,
0.867,-8.56,-3.612,11.211,
0.9,-8.061,-3.785,11.385,
0.933,-7.56,-3.846,11.584,
0.967,-7.102,-3.847,11.733,
1,-6.632,-3.861,11.795,
1.033,-5.918,-3.862,11.867,
1.067,-4.993,-3.808,11.953,
1.1,-4.648,-3.625,12.21,
1.133,-4.367,-3.399,12.403,
1.167,-3.841,-3.149,12.38,
1.2,-3.413,-2.844,12.225,
1.233,-3.19,-2.545,12.034,
1.267,-2.992,-2.255,11.851,
1.3,-2.859,-1.95,11.759,
1.333,-2.845,-1.65,11.751,
1.367,-2.805,-1.365,11.769,
1.4,-2.684,-1.082,11.827,
1.433,-2.445,-0.759,11.881,
1.467,-2.169,-0.395,11.851,
1.5,-1.996,-0.055,11.796,
1.533,-1.893,0.243,11.739,
1.567,-1.722,0.518,11.634,
1.6,-1.562,0.774,11.51,
1.633,-1.407,1.049,11.443,
1.667,-1.223,1.347,11.416,
1.7,-1.072,1.621,11.368,
1.733,-0.921,1.856,11.299,
1.767,-0.76,2.108,11.212,
1.8,-0.623,2.466,11.09,
1.833,-0.609,2.648,10.952,
1.867,-0.706,2.73,10.732,
1.9,-0.876,2.802,10.452,
1.933,-0.994,2.891,10.217,
1.967,-1.068,2.987,9.995,
2,-1.268,3.099,9.722,
2.033,-1.604,3.243,9.483,
2.067,-1.93,3.424,9.323,
2.1,-2.258,3.585,9.216,
2.133,-2.702,3.693,9.125,
2.167,-3.235,3.809,9.071,
2.2,-3.692,3.965,9.056,
2.233,-4.145,4.133,8.979,
2.267,-4.697,4.261,8.808,
2.3,-5.395,4.339,8.573,
2.333,-6.176,4.452,8.358,
2.367,-6.957,4.635,8.177,
2.4,-7.765,4.847,8.076,
2.433,-8.599,5.074,8.01,
2.467,-9.501,5.327,7.992,
2.5,-10.526,5.615,8.055,
2.533,-11.728,5.88,8.079,
2.567,-12.993,6.082,8.053,
2.6,-14.296,6.268,8.041,
2.633,-15.621,6.446,8.178,
2.667,-16.865,6.587,8.36,
2.7,-18.039,6.707,8.541,
2.733,-19.026,6.838,8.743,
2.767,-19.729,6.926,8.992,
2.8,-20.292,7.015,9.375,
2.833,-20.762,7.154,9.748,
2.867,-21.219,7.315,10.066,
2.9,-21.634,7.418,10.204,
2.933,-21.997,7.41,10.375,
2.967,-22.397,7.37,10.623,
3,-22.778,7.416,11.01,
3.033,-23.331,7.522,11.307,
3.067,-23.883,7.555,11.215,
3.1,-24.389,7.492,10.895,
3.133,-24.829,7.353,10.651,
3.167,-25.306,7.208,10.5,
3.2,-25.807,7.066,10.371,
3.233,-26.274,6.896,10.29,
3.267,-26.789,6.745,10.242,
3.3,-27.329,6.619,10.201,
3.333,-27.828,6.504,10.14,
3.367,-28.282,6.398,10.036,
3.4,-28.7,6.274,9.858,
3.433,-29.133,6.159,9.656,
3.467,-29.565,6.047,9.48,
3.5,-29.989,5.921,9.275,
3.533,-30.411,5.761,8.988,
3.567,-30.8,5.572,8.77,
3.6,-31.14,5.384,8.587,
3.633,-31.429,5.232,8.406,
3.667,-31.674,5.05,8.318,
3.7,-31.89,4.822,8.25,
3.733,-32.07,4.578,8.158,
3.767,-32.182,4.351,8.049,
3.8,-32.355,4.126,7.872,
3.833,-32.613,3.836,7.698,
3.867,-32.844,3.499,7.584,
3.9,-32.864,3.18,7.639,
3.933,-32.802,2.872,7.796,
3.967,-32.7,2.567,7.997,
4,-32.513,2.279,8.239,
4.033,-32.304,2.013,8.461,
4.067,-32.029,1.773,8.686,
4.1,-31.744,1.579,8.824,
4.133,-31.482,1.387,8.922,
4.167,-31.13,1.22,9.066,
4.2,-30.703,1.09,9.224,
4.233,-30.224,0.957,9.34,
4.267,-29.697,0.828,9.41,
4.3,-29.111,0.683,9.448,
4.333,-28.478,0.528,9.442,
4.367,-27.81,0.341,9.486,
4.4,-27.101,0.145,9.552,
4.433,-26.378,-0.043,9.595,
4.467,-25.648,-0.254,9.704,
4.5,-24.924,-0.495,9.898,
4.533,-24.205,-0.749,10.097,
4.567,-23.538,-0.99,10.274,
4.6,-22.891,-1.235,10.472,
4.633,-22.219,-1.517,10.641,
4.667,-21.523,-1.829,10.83,
4.7,-20.767,-2.152,11.039,
4.733,-20.003,-2.468,11.238,
4.767,-19.174,-2.755,11.321,
4.8,-18.243,-3.021,11.314,
4.833,-17.314,-3.274,11.31,
4.867,-16.432,-3.496,11.36,
4.9,-15.599,-3.709,11.471,
4.933,-14.846,-3.886,11.673,
4.967,-14.097,-4.035,11.837,
5,-13.328,-4.143,11.956,
5.033,-12.537,-4.227,12.069,
5.067,-11.705,-4.284,12.22,
5.1,-10.758,-4.304,12.45,
5.133,-9.668,-4.313,12.707,
5.167,-8.522,-4.297,12.99,
5.2,-7.369,-4.264,13.358,
5.233,-6.311,-4.211,13.847,
5.267,-5.439,-4.097,14.315,
5.3,-4.582,-3.974,14.754,
5.333,-3.703,-3.814,15.182,
5.367,-2.872,-3.642,15.544,
5.4,-2.055,-3.461,15.853,
5.433,-1.35,-3.288,16.11,
5.467,-0.806,-3.157,16.265,
5.5,-0.272,-3.061,16.331,
5.533,0.255,-2.963,16.392,
5.567,0.761,-2.832,16.472,
5.6,1.166,-2.694,16.557,
5.633,1.452,-2.519,16.649,
5.667,1.676,-2.302,16.626,
5.7,1.882,-2.044,16.487,
5.733,1.976,-1.765,16.322,
5.767,1.983,-1.438,16.188,
5.8,1.979,-1.084,16.044,
