Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,9.336,-10.743,-2.282,
0.033,9.38,-10.726,-2.286,
0.067,9.437,-10.712,-2.294,
0.1,9.498,-10.703,-2.309,
0.133,9.589,-10.696,-2.32,
0.167,9.698,-10.689,-2.356,
0.2,9.82,-10.676,-2.401,
0.233,9.945,-10.667,-2.418,
0.267,10.037,-10.662,-2.437,
0.3,10.104,-10.657,-2.453,
0.333,10.208,-10.657,-2.459,
0.367,10.377,-10.652,-2.481,
0.4,10.578,-10.659,-2.492,
0.433,10.69,-10.633,-2.547,
0.467,10.863,-10.623,-2.468,
0.5,10.924,-10.601,-2.43,
0.533,10.979,-10.551,-2.446,
0.567,11.034,-10.496,-2.446,
0.6,11.1,-10.447,-2.456,
0.633,11.188,-10.395,-2.465,
0.667,11.252,-10.362,-2.483,
0.7,11.33,-10.345,-2.491,
0.733,11.385,-10.33,-2.523,
0.767,11.416,-10.313,-2.551,
0.8,11.426,-10.299,-2.548,
0.833,11.417,-10.28,-2.563,
0.867,11.43,-10.26,-2.592,
0.9,11.486,-10.25,-2.604,
0.933,11.582,-10.232,-2.677,
0.967,11.763,-10.233,-2.785,
1,12.058,-10.256,-2.866,
1.033,12.443,-10.285,-2.933,
1.067,12.93,-10.317,-2.994,
1.1,13.607,-10.355,-3.086,
1.133,14.452,-10.378,-3.235,
1.167,15.345,-10.397,-3.298,
1.2,16.535,-10.353,-3.466,
1.233,17.848,-10.225,-3.619,
1.267,19.313,-10.111,-3.645,
1.3,20.922,-10.023,-3.646,
1.333,22.712,-9.917,-3.632,
1.367,24.61,-9.841,-3.566,
1.4,26.473,-9.734,-3.494,
1.433,28.214,-9.576,-3.456,
1.467,29.799,-9.442,-3.434,
1.5,31.385,-9.284,-3.422,
1.533,32.809,-9.14,-3.388,
1.567,34.193,-9.013,-3.32,
1.6,35.512,-8.862,-3.336,
1.633,36.734,-8.663,-3.326,
1.667,37.871,-8.417,-3.299,
1.7,38.792,-8.178,-3.253,
1.733,39.624,-7.954,-3.171,
1.767,40.479,-7.698,-3.154,
1.8,41.155,-7.422,-3.044,
1.833,41.579,-7.148,-2.805,
1.867,41.923,-6.839,-2.624,
1.9,42.321,-6.526,-2.527,
1.933,42.694,-6.218,-2.402,
1.967,43.048,-5.985,-2.226,
2,43.22,-5.842,-1.983,
2.033,43.457,-5.775,-1.818,
2.067,43.512,-5.734,-1.681,
2.1,43.436,-5.705,-1.502,
2.133,43.425,-5.668,-1.436,
2.167,43.472,-5.586,-1.419,
2.2,43.548,-5.474,-1.392,
2.233,43.689,-5.356,-1.355,
2.267,43.825,-5.223,-1.34,
2.3,43.962,-5.085,-1.406,
2.333,44.134,-4.991,-1.432,
2.367,44.349,-4.937,-1.462,
2.4,44.556,-4.896,-1.505,
2.433,44.77,-4.88,-1.542,
2.467,45.029,-4.877,-1.568,
2.5,45.258,-4.863,-1.571,
2.533,45.46,-4.85,-1.541,
2.567,45.684,-4.841,-1.48,
2.6,45.925,-4.826,-1.443,
2.633,46.127,-4.798,-1.434,
2.667,46.315,-4.783,-1.414,
2.7,46.496,-4.799,-1.419,
2.733,46.7,-4.835,-1.437,
2.767,46.718,-4.835,-1.36,
2.8,46.737,-4.829,-1.395,
2.833,46.815,-4.765,-1.398,
2.867,46.879,-4.693,-1.306,
2.9,46.956,-4.63,-1.282,
2.933,47.057,-4.578,-1.269,
2.967,47.182,-4.528,-1.282,
3,47.266,-4.511,-1.301,
3.033,47.301,-4.527,-1.322,
3.067,47.294,-4.554,-1.328,
3.1,47.362,-4.562,-1.302,
3.133,47.512,-4.545,-1.309,
3.167,47.601,-4.518,-1.385,
3.2,47.619,-4.497,-1.47,
3.233,47.593,-4.484,-1.533,
3.267,47.528,-4.489,-1.582,
3.3,47.447,-4.497,-1.622,
3.333,47.366,-4.515,-1.648,
3.367,47.284,-4.543,-1.657,
3.4,47.166,-4.575,-1.629,
3.433,46.987,-4.595,-1.569,
3.467,46.71,-4.606,-1.525,
3.5,46.367,-4.585,-1.47,
3.533,45.977,-4.555,-1.418,
3.567,45.498,-4.513,-1.361,
3.6,45.053,-4.498,-1.405,
3.633,44.492,-4.482,-1.46,
3.667,43.876,-4.482,-1.458,
3.7,43.188,-4.526,-1.496,
3.733,42.511,-4.591,-1.498,
3.767,41.83,-4.703,-1.495,
3.8,41.09,-4.854,-1.535,
3.833,40.264,-5.046,-1.591,
3.867,39.403,-5.268,-1.684,
3.9,38.489,-5.505,-1.798,
3.933,37.636,-5.739,-1.956,
3.967,36.83,-5.966,-2.232,
4,36.109,-6.173,-2.549,
4.033,35.279,-6.351,-2.86,
4.067,34.296,-6.565,-3.173,
4.1,33.304,-6.817,-3.471,
4.133,32.242,-7.05,-3.702,
4.167,31.103,-7.249,-3.845,
4.2,29.97,-7.445,-3.95,
4.233,28.872,-7.657,-4.048,
4.267,27.812,-7.873,-4.052,
4.3,26.846,-8.074,-3.916,
4.333,26.052,-8.288,-3.812,
4.367,25.395,-8.54,-3.851,
4.4,24.546,-8.765,-4.04,
4.433,23.557,-8.879,-4.215,
4.467,22.429,-8.898,-4.354,
4.5,21.204,-8.899,-4.443,
4.533,19.818,-8.931,-4.418,
4.567,18.291,-9.012,-4.319,
4.6,16.752,-9.092,-4.331,
4.633,15.027,-9.167,-4.578,
4.667,13.315,-9.299,-4.738,
4.7,11.964,-9.428,-4.74,
4.733,10.433,-9.546,-4.616,
4.767,8.425,-9.643,-4.37,
4.8,5.905,-9.738,-4.061,
4.833,3.629,-9.83,-3.848,
4.867,1.724,-9.837,-3.768,
4.9,-0.239,-9.75,-3.754,
4.933,-2.013,-9.583,-3.825,
4.967,-3.637,-9.34,-3.989,
5,-5.038,-9.138,-4.166,
5.033,-6.35,-9.025,-4.302,
5.067,-7.729,-8.993,-4.423,
5.1,-9.16,-9.106,-4.467,
5.133,-10.512,-9.303,-4.587,
5.167,-11.758,-9.533,-4.791,
5.2,-13.007,-9.784,-4.949,
5.233,-14.327,-9.979,-5.012,
5.267,-15.646,-10.022,-5.119,
5.3,-16.848,-9.952,-5.217,
5.333,-17.878,-9.812,-5.315,
5.367,-18.901,-9.575,-5.397,
5.4,-20.262,-9.377,-5.553,
5.433,-21.94,-8.91,-5.925,
5.467,-24.157,-8.434,-6.225,
5.5,-26.436,-8.057,-6.379,
5.533,-28.398,-7.819,-6.349,
5.567,-29.894,-7.763,-6.292,
5.6,-30.687,-7.682,-6.385,
5.633,-31.42,-7.62,-6.394,
5.667,-32.555,-7.652,-6.197,
5.7,-33.412,-7.663,-6.14,
5.733,-34.087,-7.671,-6.098,
5.767,-34.622,-7.774,-5.886,
5.8,-34.634,-7.852,-5.688,
5.833,-34.222,-7.797,-5.432,
5.867,-33.438,-7.644,-5.135,
5.9,-32.408,-7.43,-4.932,
5.933,-31.453,-7.235,-4.767,
5.967,-30.619,-7.045,-4.564,
6,-29.972,-6.801,-4.323,
6.033,-29.446,-6.687,-4.123,
6.067,-29.068,-6.507,-4.034,
6.1,-28.669,-6.256,-4.013,
6.133,-28.324,-6.018,-3.948,
6.167,-28.017,-5.741,-3.861,
6.2,-27.758,-5.497,-3.771,
6.233,-27.561,-5.308,-3.728,
6.267,-27.437,-5.227,-3.622,
6.3,-27.344,-5.187,-3.493,
6.333,-27.306,-5.141,-3.427,
6.367,-27.269,-5.056,-3.442,
6.4,-27.266,-4.949,-3.508,
6.433,-27.326,-4.885,-3.574,
6.467,-27.369,-4.825,-3.636,
6.5,-27.385,-4.75,-3.7,
6.533,-27.36,-4.699,-3.74,
6.567,-27.331,-4.675,-3.718,
6.6,-27.27,-4.649,-3.658,
6.633,-27.174,-4.66,-3.576,
6.667,-27.082,-4.697,-3.512,
6.7,-27.06,-4.765,-3.471,
6.733,-27.156,-4.809,-3.482,
6.767,-27.172,-4.859,-3.443,
6.8,-27.169,-4.857,-3.449,
6.833,-27.102,-4.829,-3.48,
6.867,-27.041,-4.82,-3.496,
6.9,-27.036,-4.835,-3.516,
6.933,-27.063,-4.858,-3.543,
6.967,-27.087,-4.877,-3.579,
7,-27.131,-4.903,-3.605,
7.033,-27.106,-4.919,-3.621,
7.067,-27.072,-4.914,-3.648,
7.1,-27.053,-4.869,-3.679,
7.133,-27.027,-4.823,-3.671,
7.167,-27.038,-4.791,-3.651,
7.2,-27.081,-4.768,-3.628,
7.233,-27.107,-4.744,-3.606,
7.267,-27.117,-4.719,-3.583,
7.3,-27.145,-4.685,-3.574,
7.333,-27.251,-4.646,-3.588,
7.367,-27.364,-4.61,-3.611,
7.4,-27.436,-4.592,-3.645,
7.433,-27.446,-4.591,-3.669,
7.467,-27.498,-4.612,-3.67,
7.5,-27.591,-4.589,-3.741,
7.533,-27.656,-4.56,-3.768,
7.567,-27.668,-4.52,-3.799,
7.6,-27.587,-4.485,-3.83,
7.633,-27.513,-4.487,-3.831,
7.667,-27.494,-4.486,-3.852,
7.7,-27.494,-4.482,-3.847,
7.733,-27.453,-4.484,-3.845,
7.767,-27.416,-4.507,-3.84,
7.8,-27.383,-4.539,-3.823,
7.833,-27.416,-4.543,-3.841,
7.867,-27.73,-4.497,-3.921,
7.9,-28.391,-4.482,-4.02,
7.933,-28.427,-4.741,-4.025,
7.967,-27.851,-5.132,-3.888,
8,-27.542,-5.336,-3.769,
8.033,-27.729,-5.36,-3.73,
8.067,-27.704,-5.316,-3.798,
8.1,-27.85,-5.368,-3.822,
8.133,-28.229,-5.519,-3.918,
8.167,-28.137,-5.658,-4.03,
8.2,-28.17,-5.742,-3.924,
8.233,-28.341,-5.694,-3.625,
8.267,-28.022,-5.798,-3.368,
8.3,-27.621,-5.774,-3.221,
8.333,-26.804,-5.839,-3.063,
8.367,-25.65,-6.047,-2.869,
8.4,-24.151,-6.295,-2.83,
8.433,-22.578,-6.688,-2.855,
8.467,-20.804,-7.151,-2.923,
8.5,-19.069,-7.679,-3.038,
8.533,-17.21,-8.229,-3.027,
8.567,-15.423,-8.653,-3.023,
8.6,-13.839,-8.964,-3.086,
8.633,-12.263,-9.059,-3.32,
8.667,-10.796,-8.971,-3.609,
8.7,-9.058,-8.941,-4.004,
8.733,-7.363,-9.043,-4.29,
8.767,-5.639,-9.274,-4.315,
8.8,-3.801,-9.589,-4.392,
8.833,-2.061,-9.865,-4.599,
8.867,-0.573,-10.019,-4.514,
8.9,0.861,-10.114,-4.25,
8.933,2.497,-10.222,-4.076,
8.967,4.276,-10.352,-4.029,
9,6.428,-10.331,-4.049,
9.033,8.632,-10.118,-4.197,
9.067,10.241,-9.806,-4.56,
9.1,11.754,-9.649,-4.828,
9.133,13.29,-9.538,-5.101,
9.167,15.28,-9.347,-5.16,
9.2,17.529,-9.175,-4.941,
9.233,19.77,-9.069,-4.938,
9.267,21.821,-9.013,-5.165,
9.3,23.306,-9.001,-5.54,
9.333,23.678,-8.967,-6.009,
9.367,23.711,-9.054,-6.261,
9.4,23.545,-9.058,-6.348,
9.433,23.198,-8.829,-6.301,
9.467,22.583,-8.534,-6.141,
9.5,21.968,-8.499,-6.042,
9.533,21.249,-8.631,-5.997,
9.567,20.583,-8.652,-5.864,
9.6,20.222,-8.483,-5.58,
9.633,19.912,-8.169,-5.228,
9.667,19.691,-7.907,-4.909,
9.7,19.592,-7.724,-4.661,
9.733,19.823,-7.48,-4.441,
9.767,20.183,-7.294,-4.232,
9.8,20.664,-7.205,-4.196,
9.833,20.911,-7.159,-4.378,
9.867,21.183,-7.149,-4.632,
9.9,21.472,-7.077,-4.938,
9.933,21.551,-6.981,-5.184,
