Time[s],Pos_x(left)[m],Pos_y(up)[m],Pos_z(forward)[m]
0,0.023,0.391,-0.004,
0.033,0.026,0.391,-0.004,
0.067,0.029,0.391,-0.005,
0.1,0.033,0.39,-0.005,
0.133,0.038,0.39,-0.005,
0.167,0.042,0.389,-0.005,
0.2,0.047,0.389,-0.005,
0.233,0.051,0.388,-0.005,
0.267,0.055,0.387,-0.005,
0.3,0.059,0.387,-0.005,
0.333,0.064,0.386,-0.005,
0.367,0.068,0.385,-0.005,
0.4,0.073,0.384,-0.004,
0.433,0.078,0.383,-0.004,
0.467,0.082,0.382,-0.004,
0.5,0.086,0.381,-0.004,
0.533,0.091,0.38,-0.005,
0.567,0.095,0.379,-0.006,
0.6,0.099,0.378,-0.006,
0.633,0.103,0.376,-0.006,
0.667,0.108,0.375,-0.007,
0.7,0.112,0.374,-0.008,
0.733,0.117,0.372,-0.009,
0.767,0.121,0.37,-0.011,
0.8,0.126,0.369,-0.013,
0.833,0.129,0.367,-0.015,
0.867,0.132,0.366,-0.018,
0.9,0.135,0.365,-0.02,
0.933,0.137,0.364,-0.022,
0.967,0.139,0.363,-0.024,
1,0.14,0.362,-0.025,
1.033,0.141,0.361,-0.026,
1.067,0.142,0.361,-0.027,
1.1,0.143,0.36,-0.029,
1.133,0.144,0.36,-0.031,
1.167,0.144,0.36,-0.032,
1.2,0.145,0.359,-0.032,
1.233,0.145,0.359,-0.033,
1.267,0.144,0.359,-0.033,
1.3,0.143,0.36,-0.032,
1.333,0.142,0.36,-0.032,
1.367,0.141,0.361,-0.032,
1.4,0.139,0.362,-0.031,
1.433,0.136,0.363,-0.03,
1.467,0.132,0.365,-0.029,
1.5,0.128,0.367,-0.028,
1.533,0.124,0.369,-0.026,
1.567,0.119,0.37,-0.024,
1.6,0.114,0.372,-0.023,
1.633,0.108,0.374,-0.02,
1.667,0.102,0.376,-0.018,
1.7,0.096,0.378,-0.016,
1.733,0.09,0.38,-0.014,
1.767,0.083,0.382,-0.012,
1.8,0.076,0.383,-0.012,
1.833,0.07,0.385,-0.012,
1.867,0.063,0.386,-0.013,
1.9,0.057,0.387,-0.014,
1.933,0.05,0.388,-0.016,
1.967,0.044,0.389,-0.018,
2,0.038,0.389,-0.021,
2.033,0.032,0.39,-0.023,
2.067,0.027,0.39,-0.025,
