Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,-1.609,-1.48,2.649,
0.01,-1.62,-1.48,2.65,
0.02,-1.634,-1.48,2.651,
0.03,-1.653,-1.48,2.652,
0.04,-1.673,-1.48,2.653,
0.05,-1.695,-1.48,2.655,
0.06,-1.715,-1.48,2.656,
0.07,-1.734,-1.479,2.657,
0.08,-1.75,-1.478,2.657,
0.09,-1.767,-1.476,2.655,
0.1,-1.785,-1.475,2.653,
0.11,-1.807,-1.473,2.648,
0.12,-1.834,-1.471,2.643,
0.13,-1.866,-1.469,2.637,
0.14,-1.901,-1.468,2.63,
0.15,-1.936,-1.466,2.625,
0.16,-1.968,-1.466,2.62,
0.17,-1.996,-1.465,2.615,
0.18,-2.022,-1.464,2.612,
0.19,-2.049,-1.463,2.61,
0.2,-2.081,-1.462,2.611,
0.21,-2.119,-1.461,2.614,
0.22,-2.16,-1.461,2.617,
0.23,-2.2,-1.461,2.616,
0.24,-2.236,-1.46,2.608,
0.25,-2.27,-1.458,2.592,
0.26,-2.302,-1.453,2.571,
0.27,-2.332,-1.446,2.55,
0.28,-2.356,-1.437,2.536,
0.29,-2.373,-1.427,2.533,
0.3,-2.381,-1.416,2.543,
0.31,-2.382,-1.405,2.563,
0.32,-2.382,-1.394,2.588,
0.33,-2.384,-1.381,2.613,
0.34,-2.392,-1.368,2.635,
0.35,-2.404,-1.353,2.655,
0.36,-2.42,-1.336,2.672,
0.37,-2.435,-1.32,2.688,
0.38,-2.448,-1.303,2.705,
0.39,-2.456,-1.288,2.72,
0.4,-2.459,-1.273,2.734,
0.41,-2.456,-1.259,2.743,
0.42,-2.449,-1.246,2.748,
0.43,-2.439,-1.234,2.748,
0.44,-2.427,-1.222,2.743,
0.45,-2.417,-1.212,2.734,
0.46,-2.411,-1.202,2.721,
0.47,-2.409,-1.193,2.706,
0.48,-2.412,-1.184,2.686,
0.49,-2.418,-1.174,2.663,
0.5,-2.425,-1.163,2.636,
0.51,-2.431,-1.15,2.608,
0.52,-2.437,-1.136,2.579,
0.53,-2.442,-1.121,2.552,
0.54,-2.449,-1.103,2.527,
0.55,-2.461,-1.083,2.501,
0.56,-2.485,-1.059,2.472,
0.57,-2.526,-1.03,2.435,
0.58,-2.588,-0.993,2.389,
0.59,-2.674,-0.949,2.334,
0.6,-2.782,-0.897,2.271,
0.61,-2.907,-0.837,2.204,
0.62,-3.044,-0.77,2.136,
0.63,-3.185,-0.696,2.071,
0.64,-3.324,-0.617,2.011,
0.65,-3.46,-0.534,1.958,
0.66,-3.594,-0.451,1.913,
0.67,-3.73,-0.37,1.876,
0.68,-3.872,-0.294,1.851,
0.69,-4.02,-0.225,1.84,
0.7,-4.172,-0.164,1.845,
0.71,-4.322,-0.113,1.867,
0.72,-4.461,-0.071,1.906,
0.73,-4.583,-0.039,1.962,
0.74,-4.681,-0.018,2.035,
0.75,-4.752,-0.01,2.125,
0.76,-4.798,-0.014,2.23,
0.77,-4.822,-0.03,2.349,
0.78,-4.829,-0.056,2.477,
0.79,-4.828,-0.089,2.612,
0.8,-4.826,-0.129,2.752,
0.81,-4.829,-0.173,2.897,
0.82,-4.84,-0.221,3.049,
0.83,-4.862,-0.276,3.208,
0.84,-4.893,-0.337,3.374,
0.85,-4.93,-0.404,3.545,
0.86,-4.968,-0.478,3.718,
0.87,-5.001,-0.557,3.89,
0.88,-5.022,-0.64,4.058,
0.89,-5.021,-0.728,4.218,
0.9,-4.995,-0.82,4.368,
0.91,-4.937,-0.918,4.506,
0.92,-4.848,-1.021,4.633,
0.93,-4.73,-1.129,4.751,
0.94,-4.587,-1.244,4.863,
0.95,-4.422,-1.364,4.971,
0.96,-4.237,-1.49,5.074,
0.97,-4.032,-1.621,5.169,
0.98,-3.807,-1.756,5.254,
0.99,-3.566,-1.893,5.331,
1,-3.31,-2.031,5.404,
1.01,-3.041,-2.17,5.48,
1.02,-2.76,-2.308,5.566,
1.03,-2.465,-2.446,5.668,
1.04,-2.157,-2.582,5.785,
1.05,-1.838,-2.715,5.914,
1.06,-1.51,-2.844,6.05,
1.07,-1.178,-2.97,6.19,
1.08,-0.843,-3.094,6.329,
1.09,-0.505,-3.216,6.469,
1.1,-0.165,-3.341,6.611,
1.11,0.178,-3.468,6.755,
1.12,0.52,-3.598,6.901,
1.13,0.856,-3.731,7.05,
1.14,1.181,-3.865,7.197,
1.15,1.492,-3.995,7.342,
1.16,1.786,-4.122,7.482,
1.17,2.065,-4.242,7.617,
1.18,2.332,-4.356,7.749,
1.19,2.589,-4.465,7.881,
1.2,2.84,-4.57,8.016,
1.21,3.09,-4.673,8.157,
1.22,3.339,-4.776,8.309,
1.23,3.59,-4.881,8.477,
1.24,3.844,-4.988,8.665,
1.25,4.1,-5.098,8.882,
1.26,4.357,-5.212,9.132,
1.27,4.614,-5.33,9.418,
1.28,4.874,-5.452,9.743,
1.29,5.141,-5.578,10.105,
1.3,5.416,-5.708,10.5,
1.31,5.702,-5.843,10.924,
1.32,5.999,-5.983,11.368,
1.33,6.307,-6.128,11.825,
1.34,6.624,-6.279,12.285,
1.35,6.949,-6.438,12.74,
1.36,7.281,-6.604,13.179,
1.37,7.616,-6.778,13.597,
1.38,7.952,-6.962,13.987,
1.39,8.286,-7.155,14.348,
1.4,8.615,-7.361,14.683,
1.41,8.939,-7.58,14.992,
1.42,9.258,-7.812,15.277,
1.43,9.569,-8.058,15.537,
1.44,9.869,-8.313,15.769,
1.45,10.153,-8.571,15.971,
1.46,10.418,-8.828,16.14,
1.47,10.657,-9.078,16.273,
1.48,10.869,-9.321,16.367,
1.49,11.052,-9.558,16.421,
1.5,11.206,-9.791,16.431,
1.51,11.336,-10.023,16.398,
1.52,11.445,-10.253,16.324,
1.53,11.533,-10.481,16.213,
1.54,11.6,-10.704,16.07,
1.55,11.64,-10.92,15.897,
1.56,11.651,-11.127,15.699,
1.57,11.629,-11.322,15.478,
1.58,11.572,-11.502,15.238,
1.59,11.48,-11.664,14.984,
1.6,11.354,-11.807,14.72,
1.61,11.195,-11.931,14.452,
1.62,11.007,-12.035,14.18,
1.63,10.794,-12.122,13.905,
1.64,10.562,-12.193,13.627,
1.65,10.316,-12.248,13.342,
1.66,10.061,-12.289,13.049,
1.67,9.798,-12.314,12.745,
1.68,9.528,-12.323,12.432,
1.69,9.253,-12.315,12.11,
1.7,8.971,-12.29,11.784,
