Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,1.409,0.783,-0.643,
0.01,1.417,0.784,-0.647,
0.02,1.427,0.785,-0.651,
0.03,1.438,0.786,-0.657,
0.04,1.452,0.787,-0.664,
0.05,1.467,0.789,-0.672,
0.06,1.482,0.79,-0.679,
0.07,1.497,0.792,-0.687,
0.08,1.512,0.793,-0.694,
0.09,1.528,0.794,-0.7,
0.1,1.544,0.795,-0.707,
0.11,1.561,0.795,-0.712,
0.12,1.579,0.795,-0.716,
0.13,1.598,0.796,-0.719,
0.14,1.619,0.796,-0.722,
0.15,1.64,0.797,-0.725,
0.16,1.662,0.799,-0.727,
0.17,1.684,0.801,-0.729,
0.18,1.707,0.803,-0.732,
0.19,1.729,0.806,-0.734,
0.2,1.752,0.809,-0.737,
0.21,1.775,0.812,-0.739,
0.22,1.798,0.816,-0.742,
0.23,1.82,0.819,-0.744,
0.24,1.842,0.823,-0.745,
0.25,1.864,0.826,-0.746,
0.26,1.884,0.83,-0.747,
0.27,1.905,0.833,-0.748,
0.28,1.925,0.835,-0.751,
0.29,1.944,0.836,-0.754,
0.3,1.961,0.837,-0.759,
0.31,1.977,0.837,-0.764,
0.32,1.99,0.838,-0.768,
0.33,1.998,0.838,-0.77,
0.34,2.003,0.839,-0.769,
0.35,2.005,0.841,-0.765,
0.36,2.003,0.844,-0.759,
0.37,1.999,0.847,-0.752,
0.38,1.992,0.85,-0.745,
0.39,1.984,0.852,-0.74,
0.4,1.974,0.854,-0.737,
0.41,1.961,0.855,-0.736,
0.42,1.946,0.855,-0.735,
0.43,1.927,0.855,-0.735,
0.44,1.907,0.854,-0.735,
0.45,1.886,0.854,-0.734,
0.46,1.864,0.855,-0.733,
0.47,1.843,0.857,-0.73,
0.48,1.823,0.86,-0.727,
0.49,1.803,0.863,-0.722,
0.5,1.781,0.866,-0.716,
0.51,1.757,0.869,-0.71,
0.52,1.729,0.87,-0.704,
0.53,1.697,0.871,-0.696,
0.54,1.66,0.869,-0.686,
0.55,1.621,0.866,-0.674,
0.56,1.583,0.86,-0.661,
0.57,1.553,0.853,-0.647,
0.58,1.533,0.844,-0.634,
0.59,1.53,0.834,-0.624,
0.6,1.546,0.825,-0.621,
0.61,1.58,0.816,-0.627,
0.62,1.63,0.808,-0.641,
0.63,1.695,0.801,-0.664,
0.64,1.769,0.794,-0.694,
0.65,1.85,0.785,-0.726,
0.66,1.94,0.776,-0.756,
0.67,2.041,0.763,-0.782,
0.68,2.156,0.746,-0.801,
0.69,2.286,0.723,-0.811,
0.7,2.432,0.695,-0.815,
0.71,2.589,0.659,-0.814,
0.72,2.751,0.616,-0.81,
0.73,2.913,0.567,-0.803,
0.74,3.068,0.512,-0.795,
0.75,3.212,0.451,-0.787,
0.76,3.345,0.387,-0.779,
0.77,3.468,0.319,-0.771,
0.78,3.584,0.247,-0.763,
0.79,3.697,0.173,-0.754,
0.8,3.812,0.095,-0.743,
0.81,3.933,0.012,-0.73,
0.82,4.063,-0.076,-0.716,
0.83,4.204,-0.17,-0.702,
0.84,4.358,-0.27,-0.692,
0.85,4.527,-0.376,-0.687,
0.86,4.711,-0.488,-0.691,
0.87,4.91,-0.605,-0.702,
0.88,5.121,-0.727,-0.722,
0.89,5.341,-0.852,-0.748,
0.9,5.565,-0.979,-0.779,
0.91,5.788,-1.109,-0.812,
0.92,6.006,-1.24,-0.845,
0.93,6.217,-1.371,-0.876,
0.94,6.42,-1.502,-0.905,
0.95,6.618,-1.633,-0.932,
0.96,6.813,-1.762,-0.959,
0.97,7.008,-1.89,-0.986,
0.98,7.204,-2.017,-1.018,
0.99,7.404,-2.143,-1.053,
1,7.61,-2.267,-1.093,
1.01,7.822,-2.39,-1.133,
1.02,8.038,-2.513,-1.171,
1.03,8.257,-2.637,-1.203,
1.04,8.476,-2.764,-1.224,
1.05,8.69,-2.896,-1.231,
1.06,8.896,-3.034,-1.225,
1.07,9.091,-3.177,-1.208,
1.08,9.274,-3.325,-1.183,
1.09,9.445,-3.475,-1.156,
1.1,9.604,-3.626,-1.131,
1.11,9.754,-3.775,-1.11,
1.12,9.898,-3.923,-1.095,
1.13,10.038,-4.068,-1.083,
1.14,10.176,-4.211,-1.071,
1.15,10.314,-4.355,-1.055,
1.16,10.452,-4.5,-1.035,
1.17,10.591,-4.648,-1.011,
1.18,10.728,-4.798,-0.985,
1.19,10.863,-4.949,-0.96,
1.2,10.995,-5.101,-0.939,
1.21,11.124,-5.25,-0.924,
1.22,11.249,-5.396,-0.914,
1.23,11.373,-5.537,-0.908,
1.24,11.496,-5.673,-0.901,
1.25,11.619,-5.804,-0.889,
1.26,11.742,-5.933,-0.866,
1.27,11.863,-6.062,-0.83,
1.28,11.98,-6.194,-0.781,
1.29,12.087,-6.331,-0.72,
1.3,12.181,-6.475,-0.651,
1.31,12.257,-6.625,-0.578,
1.32,12.314,-6.78,-0.5,
1.33,12.354,-6.936,-0.416,
1.34,12.378,-7.091,-0.323,
1.35,12.39,-7.241,-0.218,
1.36,12.393,-7.384,-0.098,
1.37,12.387,-7.519,0.038,
1.38,12.37,-7.646,0.188,
1.39,12.338,-7.765,0.344,
1.4,12.285,-7.877,0.502,
1.41,12.206,-7.981,0.654,
1.42,12.097,-8.079,0.795,
1.43,11.955,-8.167,0.923,
1.44,11.779,-8.244,1.041,
1.45,11.57,-8.309,1.15,
1.46,11.332,-8.361,1.254,
1.47,11.067,-8.4,1.356,
1.48,10.781,-8.425,1.456,
1.49,10.479,-8.438,1.555,
1.5,10.163,-8.439,1.655,
1.51,9.83,-8.429,1.754,
1.52,9.479,-8.412,1.851,
1.53,9.105,-8.388,1.944,
1.54,8.707,-8.357,2.032,
1.55,8.283,-8.322,2.111,
