Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,-52.808,4.573,56.065,
0.01,-53.928,4.572,55.925,
0.02,-54.934,4.284,55.862,
0.03,-55.48,3.515,56.027,
0.04,-55.172,2.118,56.622,
0.05,-53.753,0.085,57.814,
0.06,-51.241,-2.435,59.636,
0.07,-47.887,-5.155,61.96,
0.08,-44.172,-7.768,64.604,
0.09,-40.644,-9.991,67.424,
0.1,-37.827,-11.598,70.333,
0.11,-36.138,-12.438,73.249,
0.12,-35.795,-12.455,76.05,
0.13,-36.742,-11.703,78.584,
0.14,-38.648,-10.339,80.743,
0.15,-41.033,-8.571,82.501,
0.16,-43.449,-6.595,83.912,
0.17,-45.619,-4.553,85.053,
0.18,-47.46,-2.527,85.975,
0.19,-49.018,-0.549,86.673,
0.2,-50.391,1.375,87.092,
0.21,-51.671,3.26,87.161,
0.22,-52.921,5.132,86.834,
0.23,-54.157,7.015,86.107,
0.24,-55.337,8.911,85.013,
0.25,-56.355,10.778,83.597,
0.26,-57.074,12.529,81.892,
0.27,-57.376,14.054,79.911,
0.28,-57.229,15.251,77.678,
0.29,-56.712,16.059,75.252,
0.3,-55.993,16.46,72.718,
0.31,-55.24,16.467,70.153,
0.32,-54.538,16.1,67.596,
0.33,-53.876,15.367,65.047,
0.34,-53.189,14.28,62.489,
0.35,-52.417,12.87,59.9,
0.36,-51.533,11.195,57.258,
0.37,-50.539,9.339,54.542,
0.38,-49.447,7.395,51.741,
0.39,-48.27,5.448,48.864,
0.4,-47.019,3.575,45.945,
0.41,-45.715,1.838,43.048,
0.42,-44.388,0.283,40.244,
0.43,-43.069,-1.065,37.592,
0.44,-41.774,-2.211,35.126,
0.45,-40.499,-3.175,32.858,
0.46,-39.235,-3.979,30.786,
0.47,-37.984,-4.639,28.916,
0.48,-36.762,-5.151,27.267,
0.49,-35.589,-5.504,25.865,
0.5,-34.471,-5.696,24.731,
0.51,-33.392,-5.752,23.864,
0.52,-32.326,-5.72,23.239,
0.53,-31.253,-5.67,22.811,
0.54,-30.175,-5.666,22.525,
0.55,-29.108,-5.754,22.332,
0.56,-28.074,-5.958,22.193,
0.57,-27.095,-6.281,22.079,
0.58,-26.183,-6.707,21.968,
0.59,-25.351,-7.206,21.842,
0.6,-24.614,-7.739,21.68,
0.61,-23.981,-8.269,21.471,
0.62,-23.449,-8.767,21.211,
0.63,-22.999,-9.223,20.91,
0.64,-22.602,-9.635,20.591,
0.65,-22.226,-10.003,20.28,
0.66,-21.856,-10.325,20.006,
0.67,-21.49,-10.595,19.791,
0.68,-21.14,-10.81,19.648,
0.69,-20.821,-10.975,19.582,
0.7,-20.544,-11.105,19.591,
0.71,-20.31,-11.219,19.665,
0.72,-20.122,-11.342,19.789,
0.73,-19.978,-11.494,19.944,
0.74,-19.876,-11.689,20.107,
0.75,-19.815,-11.928,20.257,
0.76,-19.783,-12.195,20.377,
0.77,-19.769,-12.467,20.455,
0.78,-19.756,-12.715,20.486,
0.79,-19.733,-12.916,20.469,
0.8,-19.69,-13.06,20.409,
0.81,-19.623,-13.147,20.31,
0.82,-19.53,-13.186,20.185,
0.83,-19.416,-13.192,20.049,
0.84,-19.294,-13.175,19.92,
0.85,-19.18,-13.145,19.814,
0.86,-19.085,-13.107,19.733,
0.87,-19.007,-13.069,19.669,
0.88,-18.942,-13.039,19.609,
0.89,-18.883,-13.031,19.54,
0.9,-18.837,-13.056,19.452,
0.91,-18.816,-13.122,19.336,
0.92,-18.836,-13.229,19.189,
0.93,-18.908,-13.366,19.008,
0.94,-19.025,-13.516,18.794,
0.95,-19.175,-13.658,18.556,
0.96,-19.342,-13.772,18.306,
0.97,-19.518,-13.848,18.056,
0.98,-19.7,-13.882,17.823,
0.99,-19.891,-13.88,17.618,
1,-20.1,-13.85,17.446,
1.01,-20.334,-13.799,17.304,
1.02,-20.604,-13.732,17.182,
1.03,-20.912,-13.655,17.064,
1.04,-21.254,-13.575,16.933,
1.05,-21.623,-13.506,16.774,
1.06,-21.999,-13.465,16.578,
1.07,-22.365,-13.468,16.344,
1.08,-22.703,-13.523,16.077,
1.09,-23.007,-13.626,15.784,
1.1,-23.278,-13.762,15.469,
1.11,-23.526,-13.904,15.133,
