Time[s],Anterior(+)/posterior(-) tilt,Lateral tilt left(-)/right(+),Rotation left(+)/right(-)
0,0.543,1.969,-0.306,
0.033,0.543,1.985,-0.332,
0.067,0.492,2.002,-0.361,
0.1,0.424,2.015,-0.376,
0.133,0.403,2.034,-0.409,
0.167,0.275,2.035,-0.375,
0.2,0.173,2.076,-0.444,
0.233,0.111,2.113,-0.43,
0.267,0.024,2.119,-0.351,
0.3,-0.091,2.135,-0.33,
0.333,-0.184,2.157,-0.305,
0.367,-0.275,2.173,-0.288,
0.4,-0.398,2.138,-0.222,
0.433,-0.546,2.02,-0.03,
0.467,-0.708,1.847,0.238,
0.5,-0.832,1.673,0.563,
0.533,-0.958,1.484,0.978,
0.567,-1.097,1.266,1.517,
0.6,-1.25,1.096,2.122,
0.633,-1.341,1.061,2.803,
0.667,-1.421,0.99,3.719,
0.7,-1.461,0.849,4.702,
0.733,-1.462,0.655,5.682,
0.767,-1.412,0.454,6.725,
0.8,-1.371,0.239,7.816,
0.833,-1.407,-0,8.906,
0.867,-1.423,-0.245,10,
0.9,-1.414,-0.512,11.132,
0.933,-1.442,-0.742,12.352,
0.967,-1.453,-0.971,13.677,
1,-1.415,-1.222,15.018,
1.033,-1.498,-1.476,16.447,
1.067,-1.521,-1.732,17.887,
1.1,-1.539,-2.026,19.439,
1.133,-1.693,-2.262,21.025,
1.167,-1.768,-2.445,22.604,
1.2,-1.865,-2.602,24.166,
1.233,-2.04,-2.836,25.739,
1.267,-2.255,-3.06,27.286,
1.3,-2.431,-3.217,28.718,
1.333,-2.561,-3.45,29.965,
1.367,-2.739,-3.708,31.11,
1.4,-2.943,-3.918,32.195,
1.433,-3.108,-4.062,33.19,
1.467,-3.278,-4.094,34.126,
1.5,-3.365,-4.279,34.872,
1.533,-3.408,-4.511,35.557,
1.567,-3.404,-4.709,36.18,
1.6,-3.391,-4.882,36.733,
1.633,-3.417,-5.015,37.159,
1.667,-3.406,-5.107,37.414,
1.7,-3.459,-5.175,37.451,
1.733,-3.556,-5.249,37.428,
1.767,-3.585,-5.342,37.329,
1.8,-3.621,-5.41,37.104,
1.833,-3.644,-5.472,36.817,
1.867,-3.655,-5.485,36.485,
1.9,-3.719,-5.434,36.176,
1.933,-3.723,-5.348,35.782,
1.967,-3.699,-5.246,35.433,
2,-3.671,-5.178,35.076,
2.033,-3.676,-5.033,34.592,
2.067,-3.776,-4.775,33.96,
2.1,-3.984,-4.397,33.176,
2.133,-4.19,-4.016,32.248,
2.167,-4.368,-3.614,31.096,
2.2,-4.537,-3.244,29.848,
2.233,-4.672,-2.918,28.578,
2.267,-4.823,-2.563,27.252,
2.3,-5.019,-2.166,25.844,
2.333,-5.18,-1.709,24.447,
2.367,-5.225,-1.247,23.063,
2.4,-5.206,-0.852,21.587,
2.433,-5.313,-0.445,20.07,
2.467,-5.375,-0.007,18.549,
2.5,-5.316,0.376,17.028,
2.533,-5.202,0.608,15.445,
2.567,-5.18,0.831,13.871,
2.6,-5.138,1.009,12.378,
2.633,-5.143,1.078,10.955,
2.667,-5.278,1.137,9.594,
2.7,-5.442,1.163,8.205,
2.733,-5.375,1.303,6.728,
2.767,-5.394,1.526,5.367,
2.8,-5.296,1.829,3.763,
2.833,-5.244,2.19,2.273,
2.867,-5.324,2.522,0.99,
2.9,-5.368,2.742,-0.203,
2.933,-5.364,2.883,-1.294,
2.967,-5.372,2.972,-2.305,
3,-5.423,3.013,-3.337,
3.033,-5.445,3.018,-4.281,
3.067,-5.463,3.025,-5.111,
3.1,-5.492,3.065,-5.733,
3.133,-5.492,3.129,-6.126,
3.167,-5.499,3.25,-6.361,
3.2,-5.427,3.354,-6.443,
3.233,-5.281,3.431,-6.452,
3.267,-5.176,3.511,-6.414,
3.3,-5.11,3.558,-6.357,
3.333,-5.047,3.58,-6.296,
3.367,-4.975,3.574,-6.243,
3.4,-4.917,3.566,-6.186,
3.433,-4.856,3.552,-6.114,
3.467,-4.82,3.559,-6.03,
3.5,-4.804,3.572,-5.995,
3.533,-4.751,3.583,-5.973,
3.567,-4.635,3.59,-6.017,
3.6,-4.671,3.542,-6.016,
3.633,-4.683,3.481,-6.205,
3.667,-4.597,3.402,-6.366,
3.7,-4.529,3.269,-6.541,
3.733,-4.499,3.138,-6.877,
3.767,-4.455,2.991,-7.427,
3.8,-4.411,2.814,-8.092,
3.833,-4.404,2.613,-8.858,
3.867,-4.43,2.403,-9.709,
3.9,-4.582,2.191,-10.644,
3.933,-4.737,2.004,-11.623,
3.967,-4.827,1.782,-12.582,
4,-4.828,1.511,-13.489,
4.033,-4.891,1.168,-14.321,
4.067,-4.932,0.858,-15.303,
4.1,-4.921,0.65,-16.421,
4.133,-4.877,0.489,-17.564,
4.167,-4.695,0.409,-18.595,
4.2,-4.585,0.331,-19.513,
4.233,-4.652,0.247,-20.493,
4.267,-4.787,0.166,-21.545,
4.3,-4.879,0.119,-22.596,
4.333,-5.012,0.077,-23.666,
4.367,-5.226,-0.003,-24.728,
4.4,-5.463,-0.164,-25.701,
4.433,-5.65,-0.377,-26.551,
4.467,-5.777,-0.599,-27.364,
4.5,-5.853,-0.824,-27.905,
4.533,-5.875,-1.059,-28.211,
4.567,-5.953,-1.219,-28.459,
4.6,-6.188,-1.291,-28.625,
4.633,-6.562,-1.332,-28.739,
4.667,-6.882,-1.352,-28.783,
4.7,-7.082,-1.341,-28.774,
4.733,-7.275,-1.347,-28.769,
4.767,-7.502,-1.393,-28.741,
4.8,-7.674,-1.431,-28.702,
4.833,-7.817,-1.462,-28.716,
4.867,-7.906,-1.505,-28.683,
4.9,-7.993,-1.55,-28.657,
4.933,-8.066,-1.605,-28.626,
4.967,-8.122,-1.674,-28.476,
